,GSM4331587,GSM4331588,GSM4331589,GSM4331592,GSM4331593,GSM4331594,GSM4331595,GSM4331596,GSM4331597,GSM4331599,GSM4331600,GSM4331601,GSM4331602,GSM2198196,GSM2198197,GSM2198198,GSM2198200
DCAF12L2,5.331039421,5.523589421,5.405719421,5.417949421,5.440824421,5.455674421,5.636954421,5.645889421,5.471124421,5.365624421,5.529054421,5.444944421,5.512684421,5.105788779,5.478517179,5.350083579,5.591925279
C1orf129,2.17002488,2.08371988,2.21328488,2.09341488,2.15370988,2.08869988,2.23644988,2.15411488,2.10144988,2.19662988,2.05840488,2.08339488,2.09672488,2.12127267,2.15457267,1.92384822,2.27797007
BRI3,7.554867767,7.119347767,6.925597767,7.467112767,7.395377767,6.863357767,7.014317767,6.993547767,6.959357767,7.010732767,6.779527767,6.986567767,6.902612767,6.947575833,6.7744651,6.9826633,7.350502233
MUC16,4.5505476,4.8761876,4.7096276,4.7827276,4.6130876,4.5196076,4.9880876,4.7012676,4.7765376,4.7862076,4.7765376,4.6051876,4.7472276,4.898455,5.0163396,5.1080769,4.2832464
GSTP1,8.42425993,8.66296493,8.59480493,8.69577493,8.66795493,8.63460493,8.69040493,8.52306993,8.89910493,8.48915993,8.71891493,8.69763493,8.67423993,8.84450807,8.73692907,8.36263307,8.42982407
ADAMTS15,4.804223269,4.608823269,4.666248269,4.492573269,4.594988269,4.492618269,4.603413269,4.489138269,4.324618269,4.522858269,4.679553269,4.541298269,4.676458269,5.463336031,3.351048531,5.371741731,4.766981231
EBI3,4.040499005,4.351309005,3.934059005,3.678499005,3.997959005,4.186529005,4.272059005,4.227119005,4.143539005,4.174019005,4.096139005,4.015219005,3.899569005,3.391546395,3.653322095,4.001259195,4.553351495
HBB,7.041861739,7.234875072,7.064055072,7.039381739,7.223671739,7.158858405,7.116598405,7.092561739,7.095018405,7.104978405,7.285195072,7.162581739,7.145101739,11.65687793,4.329591928,12.35397893,3.573652628
COX7C,10.72557478,11.23227478,11.15037478,11.05657478,11.02827478,11.07767478,11.10167478,11.04127478,11.22747478,10.96437478,11.06347478,11.10587478,11.11187478,12.39130122,10.99109522,11.86112722,10.80792022
COL1A1,9.13235632,11.35248632,10.68412832,10.83188432,10.85517632,11.97666432,12.22874232,10.19594032,10.60688432,9.67913432,12.02310832,12.05147032,11.88919432,7.88747068,8.13107468,9.06907068,13.20871268
COL1A2,13.35269611,13.61679944,13.59863944,13.76443944,13.83272277,14.36143944,14.35998944,13.79697277,14.03515611,13.50407277,14.45767277,14.50417277,14.32492277,11.17736856,11.44473656,12.96386256,15.86871056
RPS21,11.39066297,12.07786297,11.89056297,11.92416297,11.93396297,11.89616297,11.93336297,12.01596297,11.91206297,11.93366297,11.92076297,11.85016297,11.90776297,12.43711303,12.17963003,12.36266953,11.91371703
CST3,10.18692127,9.639906265,9.746101265,9.486986265,9.519251265,9.701131265,9.822006265,10.34027127,10.40005627,10.35440627,9.834411265,9.924516265,9.736486265,9.437548735,10.18877173,9.865148735,10.04392173
TIMP1,10.60092841,9.275315075,9.541388408,10.43963841,10.34737841,10.48097174,10.14170841,10.64047174,10.34204174,10.69452174,10.55294174,10.62487841,10.51335507,8.750898259,8.719782259,9.336039259,11.84999826
ATP6V0E1,11.6277844,11.2316094,10.9997844,11.4464344,11.5433844,10.8898344,11.1951094,11.3521844,11.4086094,11.2427594,10.9082094,10.9522844,10.9925344,11.4689596,10.8370256,11.3879286,11.3613916
A2M,7.119202904,10.0805329,8.982492904,8.398392904,8.516192904,7.184482904,6.821382904,8.436892904,7.118512904,8.176692904,6.773822904,6.790952904,7.146932904,7.892888096,6.758378096,8.483066096,8.958280096
SPDEF,7.309916586,7.238426586,7.241616586,7.164216586,7.009099919,7.422609919,7.517446586,7.378593252,7.331203252,7.312403252,7.393263252,7.242129919,7.344423252,9.191837414,7.694120414,8.618681414,6.444827914
SERPING1,10.19046086,8.32263086,9.25284586,6.73596586,6.24908086,6.30948086,6.02893586,10.16243086,8.64218586,10.70881086,6.63061586,6.13396586,6.03181086,7.29454789,7.36502539,7.90777989,8.80287014
NDUFA4,9.384626338,9.851816338,9.637819671,9.608406338,9.611063004,9.714429671,9.855166338,9.645823004,9.627813004,9.487086338,9.814196338,9.722406338,9.622123004,10.16310466,9.249789662,9.977703662,9.617151662
LGALS3BP,10.90099041,9.872870412,10.35291041,10.37560041,9.856810412,9.467130412,9.979350412,8.260860412,9.435730412,10.30999041,9.710320412,9.894450412,9.623350412,9.359307588,9.854612588,9.976267588,10.23167859
MDH1,9.264732996,9.507132996,9.391632996,9.589082996,9.633482996,9.263182996,9.110182996,9.426432996,9.385182996,9.184332996,9.080682996,9.262582996,9.322132996,10.60287,9.117201004,10.016092,9.227872004
TRIM28,7.778994338,8.543934338,8.326414338,8.409764338,8.304294338,8.625104338,8.317394338,8.119384338,7.937324338,7.956464338,8.463964338,8.344164338,8.413834338,8.459193662,8.461816662,8.576612662,8.281760662
CALR,8.341089024,7.487689024,8.083284024,8.702659024,8.918454024,8.648669024,8.599904024,8.807734024,8.522694024,8.623129024,8.589134024,8.747809024,8.749159024,8.695582976,7.781908976,8.192526976,8.542622476
RPS11,12.97843527,13.78446861,13.50216861,13.43653527,13.37840194,13.52673527,13.49860194,13.47400194,13.53640194,13.39710194,13.58576861,13.53633527,13.49880194,13.85547406,13.45649606,14.06344606,13.31440506
COX4I1,9.881272364,9.821475697,9.707459031,9.911845697,9.839535697,9.675965697,9.805589031,9.765199031,9.686639031,9.637892364,9.785969031,9.609782364,9.556145697,10.64944597,9.888914969,10.25039797,9.427984969
TG,5.189122246,5.273492246,4.958825579,4.769188912,4.890432246,5.058332246,4.836065579,5.045275579,4.924758912,4.893052246,4.900072246,4.941838912,5.024012246,5.653124488,6.217947688,5.065645088,4.274328388
LAPTM4B,9.385916559,10.34697989,9.918366559,10.00709323,9.860973226,9.334699893,9.630759893,9.393136559,9.456656559,9.253519893,9.333006559,9.298166559,9.302279893,9.617976607,9.701333107,9.444826107,9.695636107
PHB2,9.985655393,10.98603873,10.66284873,10.51820539,10.48044873,10.56108206,10.45968539,10.27134206,10.35939873,10.29512873,10.61995206,10.58871873,10.54527206,11.33133244,10.34106094,10.96130494,10.35814094
REG1A,3.087209819,3.373399819,3.189489819,3.154389819,3.252379819,3.275259819,3.073649819,2.939309819,3.391699819,3.252379819,3.285579819,3.255279819,3.188479819,3.394366181,2.579433181,2.558695581,3.087844681
CDKN1A,11.00282786,10.24705786,9.947157855,10.97877786,10.95157786,10.26269786,10.81077786,10.20107786,10.86322786,9.789127855,10.34004786,10.43098786,10.23844786,10.85979114,10.79793014,10.45330414,9.930298145
FKBP1A,8.373167633,8.285490967,8.385007633,8.561077633,8.4422543,8.107267633,8.171267633,8.438387633,8.122360967,8.3334343,8.1143843,8.114170967,8.230967633,8.371969867,7.754585492,8.107133617,8.770134467
MTCH1,9.343825478,8.993935478,9.220918811,9.203278811,9.165342145,9.225678811,9.381445478,9.137205478,9.166818811,9.181578811,9.210138811,9.101512145,9.195508811,9.717206439,9.326397189,9.613392689,9.092389689
C3,12.17193636,6.204616357,8.161856357,7.377856357,7.416186357,5.880396357,6.433366357,8.587126357,10.16489636,9.938206357,5.945536357,5.952046357,6.085106357,6.961406643,6.725515643,8.898753143,9.018667143
CD81,12.32369828,12.11609828,12.09779828,11.41929828,11.44839828,11.19089828,11.54619828,11.97199828,11.90729828,12.14519828,11.12039828,11.21409828,11.03599828,11.39236572,11.22528372,12.21071472,12.03844772
MAGED2,8.099776372,7.907116372,7.968872087,8.472757801,8.164130658,7.943640658,8.261583515,7.639587801,8.04952923,7.785584944,8.059063515,8.081437801,8.020962087,7.701526563,7.446918063,7.945471013,8.240936663
SLC25A5,9.215733526,9.962468526,9.366668526,10.01406853,9.909968526,9.991668526,9.696918526,9.874018526,9.785118526,9.786268526,10.09991853,9.941218526,10.01336853,10.96926047,10.17199147,10.47709447,9.577096474
ILF2,9.532386123,9.490529456,9.229449456,9.964309456,9.985239456,10.14836612,9.718489456,9.618419456,9.558672789,9.549066123,10.01263279,9.935682789,10.05646279,10.19758021,9.365769211,9.823287211,9.684065211
COL6A1,11.73930296,12.48987296,12.53938796,11.71550129,11.63253296,11.27343129,11.38148462,10.89766629,10.45411629,10.24635796,11.35097796,11.35968796,11.26896796,9.213010044,9.261909044,10.07551804,13.01787604
PSMB4,7.466924704,8.224281371,7.878748037,7.960988037,7.935018037,8.097671371,8.055308037,7.879768037,7.872448037,7.770491371,8.152941371,8.075558037,8.050734704,8.058668296,7.645937596,7.909284696,8.184242896
EPAS1,9.501014333,9.166659333,8.640799333,8.725054333,8.679004333,10.18241433,10.00702933,9.548874333,9.458149333,9.333134333,10.11943933,10.31830933,10.18892433,9.128828667,8.552532667,10.00194567,10.25913067
TSC22D1,7.901379897,6.833146564,6.919356564,7.171426564,7.144216564,7.484629897,7.782879897,7.183759897,7.159909897,7.61808323,7.460896564,7.414119897,7.40991323,7.43735077,7.38857627,7.86763927,7.56802917
DDB1,6.289828517,6.302803517,6.455908517,6.479813517,6.458233517,6.185058517,6.501968517,6.310838517,6.554383517,6.193388517,6.209188517,6.346048517,6.337308517,6.484111983,6.117392733,6.708252533,6.062877733
SKP1,7.769768212,7.531631545,7.671421545,7.796134878,7.844354878,7.631194878,7.678811545,7.823161545,7.745228212,7.870984878,7.690994878,7.686708212,7.794838212,8.162493455,8.076015455,7.888522455,7.666113205
LY6E,11.7657142,8.617994197,10.4098442,9.682464197,9.331484197,8.744084197,9.519694197,10.2075742,10.7895042,11.0821642,8.499714197,9.088864197,8.903014197,10.3889388,9.068589803,9.795903803,10.0190718
CCT2,8.650488855,9.095533855,8.861108855,9.249973855,9.171018855,9.516828855,9.251788855,8.902683855,8.770843855,8.681943855,9.582128855,9.510728855,9.551928855,9.377520645,9.108636145,9.041162145,9.459618645
BCAP31,9.633162297,9.011004797,8.890117297,9.324672297,9.252702297,8.772864797,9.131519797,9.458497297,9.481299797,9.276069797,8.804892297,8.726692297,8.721664797,9.70530057,9.18842317,9.575335136,8.79007337
FLNA,9.707867162,11.73954383,11.4058205,10.32284383,10.35711716,11.0091905,11.0805505,10.30045383,9.999197162,9.755300496,10.70633716,10.64902716,10.5270905,10.96736184,9.555774838,11.15096384,10.95822384
NHP2L1,9.424541336,9.786251336,9.368721336,9.453671336,9.401851336,9.376651336,9.364721336,9.452721336,9.306911336,9.103001336,9.402481336,9.267201336,9.255891336,9.820621164,9.406124164,9.556592664,9.276657664
TMBIM1,8.970999162,9.057745829,8.920559162,8.548479162,8.436189162,8.456769162,8.819465829,8.749979162,8.498939162,8.867729162,8.490172496,8.568445829,8.512292496,8.732174171,9.080971171,9.097904171,8.691782171
RBBP7,8.505747421,9.089387421,9.368967421,9.222937421,9.304327421,9.085337421,8.765247421,9.039047421,8.662607421,9.328427421,8.990507421,8.935807421,9.123307421,9.172006579,9.119990579,9.234098579,8.959345579
CTGF,10.78409129,10.43502462,9.682957957,11.08505796,11.16045796,11.30665796,11.25089129,10.29129129,11.18979129,10.35325796,11.31765796,11.30309129,11.29789129,8.858491743,9.498213043,10.71477204,13.57012204
CPB1,2.754991699,2.695691699,2.624901699,2.932096699,2.783971699,2.807501699,2.649311699,2.978026699,2.733271699,3.055176699,2.781996699,2.556801699,2.755536699,2.372864101,2.192879501,2.788570501,2.259023801
DNAJB1,7.421079632,7.466522965,7.003566299,7.256199632,7.254796299,7.331869632,6.987759632,7.330389632,7.545809632,6.903042965,7.365966299,7.255842965,7.234136299,7.648132301,7.573585901,7.474121001,7.181198701
TALDO1,6.756531063,7.143396063,7.081361063,7.432211063,7.487711063,7.694441063,7.799821063,7.493676063,7.471856063,7.223661063,7.697521063,7.784191063,7.647656063,8.225847937,7.342794437,7.795744937,7.168318937
ERGIC3,9.908806746,10.06884008,9.670906746,9.873990079,9.851283412,10.02194008,10.11673341,10.16433675,10.14860008,10.10189675,10.17051341,10.09035341,9.954673412,10.30993792,9.836385921,10.42336192,10.00461892
RPL10,9.743059187,9.210440854,9.594514187,9.908519187,9.779520854,9.448899187,9.648719187,9.230509187,9.68511252,9.465195854,9.58329752,9.65849252,9.66952252,9.863524446,9.139260146,9.986722146,9.817352896
SSR2,10.45627052,10.47191052,10.34252052,10.79461552,10.83481552,10.59111052,10.68176552,10.55985052,10.54560052,10.47635552,10.64583552,10.55307052,10.53951052,10.46903648,10.02392648,10.46017048,10.68379248
DHCR24,6.051475431,6.576910431,5.930182931,5.707822931,5.624842931,7.516972931,7.609817931,7.593900431,7.850050431,7.622442931,7.270622931,7.268232931,7.465270431,9.505831569,8.194124569,7.954672569,5.394861569
IGFBP4,9.182124145,9.916256645,10.13071164,8.906599145,8.890839145,9.774961645,10.20818164,10.39159414,11.07000164,10.62203414,9.626601645,9.723079145,9.736559145,8.990984855,8.543008855,9.543475855,11.22457186
ARHGDIB,6.552512452,7.029592452,6.993767452,7.105922452,7.086572452,6.389682452,6.346032452,6.842477452,6.313082452,6.496382452,6.402267452,6.535422452,6.553167452,6.531975548,5.893361548,7.078959548,7.755889548
TUFM,9.830297971,10.66049797,10.19592797,10.23919797,10.26495797,10.43226797,10.30540797,10.20571797,10.13497797,10.03285797,10.46817797,10.34014797,10.38717797,11.44215953,10.09195803,11.09299103,9.849119029
TXN,11.38300124,10.76154124,10.86474124,11.44266124,11.49790124,11.26858124,11.24352124,11.28790124,11.65904124,11.43236124,11.27902124,11.29878124,11.37838124,12.11415576,11.34751876,11.39006376,11.05206176
SRPR,8.76997918,8.41770318,8.41753118,8.79483918,8.97168318,9.00832718,9.21242718,8.61974918,8.77003118,8.74613118,9.03840518,9.12867318,9.06003118,9.00983982,8.37366482,8.94035782,8.91729382
DDX17,9.264386325,9.241636325,9.474202991,9.250092991,9.261209658,9.069736325,9.116036325,9.124339658,9.231172991,9.319596325,8.955262991,9.115596325,9.044882991,9.606128342,9.342916842,9.530552842,9.305200342
TFRC,8.084695803,8.11600247,8.357385803,8.517269136,8.517899136,8.409179136,8.599725803,8.402765803,8.35775247,8.159355803,8.394209136,8.418459136,8.37275247,9.868450197,8.260677497,8.865729197,7.462307197
GABARAP,10.07104127,10.28025877,10.13380627,10.18572127,10.22909377,10.09232127,10.18632377,10.21949127,10.22300877,9.936506272,10.00576877,10.14945377,10.17680377,10.18226623,9.934923228,10.17319623,10.29594023
SST,3.981466889,2.598776889,2.443036889,2.702326889,2.410446889,2.546946889,2.588006889,2.235176889,2.269106889,2.485246889,2.716556889,2.440826889,2.284856889,2.349461311,2.888131811,1.647353411,2.365859711
PGRMC1,11.07002104,11.18694104,11.37709104,10.44699104,10.45371104,10.47932604,10.60484104,11.44164104,11.23614104,11.83429104,10.56654104,10.47835604,10.51574604,12.08258796,10.15159896,11.72198296,10.70194396
FSCN1,7.916331127,8.282124461,8.908917794,8.352261127,8.411751127,9.108887794,9.035027794,8.557561127,8.424747794,8.023457794,8.908704461,8.980987794,8.920331127,8.353378206,7.880624206,8.185356206,8.841762706
CYR61,10.51498357,10.51043357,10.16708357,10.64978357,10.62438357,10.09118357,10.28203357,8.323683568,10.26723357,9.052533568,10.05453357,10.00243357,9.982633568,7.331241132,9.246065132,11.21204343,11.39864543
CTSK,12.68887883,12.29957883,11.94227883,11.70057883,11.70587883,11.31937883,11.59757883,11.91147883,11.51967883,11.88067883,11.47947883,11.59107883,11.30367883,9.519803171,10.35189617,11.22770317,12.69660117
OXA1L,8.488083395,9.165275895,8.962700895,8.852058395,8.875025895,8.765310895,8.871538395,8.672798395,8.791803395,8.957103395,8.770008395,8.807848395,8.812708395,9.149085605,8.791210605,9.392014605,8.935577605
CBX3,9.568883469,9.740776803,9.814740136,9.732576803,9.847433469,9.840300136,9.506976803,9.693150136,9.560813469,9.620020136,9.753913469,9.676456803,9.857800136,9.528225531,9.088958531,9.578859531,10.14815453
TARDBP,8.130640114,7.780550114,8.321566781,8.598016781,8.540576781,8.225963448,8.177563448,7.911393448,8.160323448,7.820500114,8.149903448,8.117406781,8.209490114,8.594078552,8.506740052,8.216755552,8.102291552
IGFBP7,8.737872294,9.064524794,8.558207294,9.432032294,9.576524794,9.039134794,9.409747294,9.348079794,9.931879794,9.274422294,8.919394794,9.131007294,9.037114794,8.665702706,7.976393706,9.277399706,10.51665371
RPL18A,10.64607752,10.99926252,10.95950002,10.78034002,10.81555252,10.93775252,10.87790752,10.82927002,10.89644002,10.78684502,10.90960002,10.92394502,10.95843502,11.41922498,11.13033098,11.11868598,10.70906698
LASP1,8.649917583,9.032147583,8.942321583,9.079049583,8.997815583,9.090571583,9.064193583,8.794537583,8.721077583,8.576543583,8.932293583,8.970635583,8.938411583,8.172099417,8.182826417,8.633092417,9.506905417
IARS,9.616738967,9.594013967,9.154163967,9.735563967,9.705688967,10.46346397,10.48386397,9.821738967,9.955863967,9.222238967,10.46501397,10.55776397,10.47471397,9.990154033,9.602702783,9.654330283,9.922673033
MFGE8,7.69161918,10.75986251,9.18872918,9.285875846,9.400805846,9.645685846,9.688445846,10.07013918,10.41718251,10.45459585,9.592012513,9.675445846,9.593262513,9.494482154,9.036122154,9.933573154,10.11625715
NDFIP1,8.474350891,8.541448891,8.451092891,8.451592891,8.558420891,8.324872891,8.399634891,8.398012891,8.244724891,8.470384891,8.287522891,8.307772891,8.350632891,8.429991109,8.100305759,8.468166609,8.726245609
HERPUD1,9.366466662,8.297984162,8.384489162,8.783079162,8.842809162,8.955066662,9.026199162,8.169061662,8.806881662,7.858219162,8.996846662,8.874459162,8.805899162,8.538836838,8.307339838,8.665859838,9.552474838
PSMD3,7.476727211,7.622884711,7.464912211,7.767247211,7.689712211,7.756092211,7.724789711,7.565409711,7.509399711,7.542867211,7.746279711,7.660829711,7.671442211,7.897131289,7.578260789,7.772400789,7.492752789
SLC25A39,8.995597224,9.403037224,8.989897224,9.550577224,9.549277224,8.924427224,9.104637224,9.093457224,9.124937224,8.957017224,9.019867224,8.874057224,9.015927224,9.878995776,9.105430776,9.573617776,8.926047776
MLEC,7.970630177,7.518117677,7.761902677,8.165632677,8.296772677,7.659930177,7.765757677,8.327655177,8.141662677,8.216310177,7.470100177,7.695585177,7.693507677,7.985435823,7.302404823,8.019612823,7.815220823
HADHA,8.629619467,8.629484467,8.717641967,8.803614467,8.712636967,8.429909467,8.689944467,8.437099467,8.573881967,8.527116967,8.585514467,8.722596967,8.624296967,9.173726533,8.818228533,9.232558033,8.553008533
COTL1,7.04759505,6.267448383,6.802768383,7.591121717,7.666498383,7.42062505,7.346041717,7.476881717,7.33050505,7.10452505,7.399068383,7.347651717,7.380941717,6.07956925,5.24510525,7.16139695,8.36856495
CCT6A,8.697552732,8.930992732,8.372672732,9.005292732,8.962912732,9.060262732,8.830382732,8.812492732,8.433972732,8.527192732,9.257612732,8.934352732,9.052442732,9.122440268,8.801472268,8.658654268,8.785957268
