,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulate
TNF,0.173002702,4.154102158,1.329826761,0.195386295,0.405850897,-5.655863761,unchanged
C2orf29,-0.1729983,7.645174855,-2.478093584,0.020191201,0.117884387,-3.733616865,unchanged
MPZL1,0.17297951,7.851198399,1.334839485,0.193762659,0.404239843,-5.649521581,unchanged
ZNF718,-0.172956493,3.508212892,-1.251259761,0.222233915,0.436115613,-5.752543386,unchanged
DEDD,0.172900093,4.927932423,1.706838939,0.100041683,0.274524777,-5.123521125,unchanged
SNRPB,-0.172900088,8.455469382,-2.082601998,0.047499869,0.183313023,-4.491328379,unchanged
RERE,0.17288265,6.735724904,2.001044479,0.056173242,0.2004802,-4.636376395,unchanged
ZEB2,0.172852106,7.896418625,0.998436872,0.327478189,0.546981485,-6.027722981,unchanged
HDAC7,0.172757993,7.42922521,2.210400894,0.036294687,0.160240988,-4.255978136,unchanged
SCUBE2,0.172757425,6.415765748,0.672718906,0.507196315,0.699602347,-6.296803646,unchanged
NAP1L5,0.172725841,5.781364031,1.518303376,0.14127894,0.335639694,-5.403457945,unchanged
THRA,0.172721067,6.974260494,2.084473817,0.047315624,0.182984291,-4.48795135,unchanged
HSP90AB5P,-0.172695026,6.455935998,-2.028307979,0.05312949,0.19483722,-4.588348508,unchanged
PARD6A,-0.172637754,3.395938438,-1.823658159,0.079984462,0.243345768,-4.937123733,unchanged
KRTAP4-1,0.172635265,5.046055697,1.691283779,0.103009536,0.279195142,-5.147610974,unchanged
E2F3,0.172585209,6.20367184,1.437604753,0.162744039,0.364484491,-5.514995584,unchanged
RPS29,-0.172563025,10.16162942,-1.948058338,0.062531207,0.211932029,-4.728369024,unchanged
HEATR2,-0.172540222,7.746883429,-2.079878591,0.047769078,0.183898011,-4.496237993,unchanged
ZNF280D,0.172535887,6.246299267,2.599655094,0.015327621,0.101340603,-3.484480843,unchanged
RAN,-0.172528721,8.962935364,-2.495074079,0.019435091,0.115384631,-3.699238894,unchanged
COL27A1,0.17242106,6.430680638,1.246543892,0.22393055,0.438584797,-5.758182,unchanged
CAV2,0.172319662,8.120931728,1.0886585,0.286519193,0.505237962,-5.935955716,unchanged
CREB3L1,-0.172306568,11.51672406,-1.722562882,0.09711538,0.269194142,-5.098993087,unchanged
ZNF330,0.172268808,7.976460196,1.535576531,0.136997459,0.330436941,-5.378925113,unchanged
MAN2B2,0.172260639,6.718519371,1.953576041,0.061840892,0.210461275,-4.718873442,unchanged
SETBP1,0.172217235,5.530147477,0.876600072,0.388913612,0.600708314,-6.139957453,unchanged
ZBED4,0.172213934,5.201150373,2.260350486,0.03260688,0.151532058,-4.161432045,unchanged
CAPZB,0.172185253,8.788980023,1.675655707,0.106065667,0.283901607,-5.171637453,unchanged
EVC2,0.17212456,4.930852867,2.175582123,0.039083915,0.16663099,-4.321046629,unchanged
RFC3,-0.172103853,5.534821297,-1.564947422,0.129961279,0.321573647,-5.336684834,unchanged
LPCAT2,-0.172087614,6.409990373,-0.853176041,0.401530219,0.611881205,-6.159968118,unchanged
IFT57,-0.172049644,3.711523432,-1.798195162,0.084034531,0.250056033,-4.978565239,unchanged
MIF4GD,-0.172023532,7.012816325,-1.109592117,0.277562529,0.496134208,-5.913630418,unchanged
GBP7,-0.171927498,2.645511644,-0.688840786,0.497163413,0.692355457,-6.285841012,unchanged
GMFG,-0.171901646,4.858725648,-0.830632441,0.413915642,0.622664302,-6.178743631,unchanged
ZNF837,-0.171896848,5.241070524,-2.09847216,0.045957824,0.18000084,-4.462629072,unchanged
OTOP2,0.17187283,5.173462708,2.207805597,0.03649622,0.160675519,-4.260852114,unchanged
ZNF541,-0.171872061,4.686853487,-1.312794251,0.200982211,0.412722791,-5.677258763,unchanged
C2orf88,-0.171849243,4.402063893,-0.951585284,0.350268918,0.567224526,-6.072488587,unchanged
CHMP2B,0.171798438,7.798904451,1.912386387,0.067159079,0.220848924,-4.789279941,unchanged
UQCRQ,-0.171766776,7.831240483,-1.302229499,0.204514977,0.416384379,-5.690408825,unchanged
ACOT13,-0.171749772,7.968133421,-1.322106381,0.1979076,0.40913271,-5.66559122,unchanged
PRMT5,-0.171726822,7.913787823,-1.85525952,0.075192751,0.234760888,-4.885075123,unchanged
ERLEC1,0.171708907,7.50523045,1.281855866,0.211462629,0.424364702,-5.715506052,unchanged
OR4C46,-0.171694531,3.696828326,-1.683099816,0.104600564,0.281720887,-5.160215045,unchanged
BEND5,0.171650508,2.983031619,0.900358487,0.376381121,0.591238846,-6.119141139,unchanged
DPY19L3,0.171633257,5.432270152,1.151021662,0.260436252,0.477773619,-5.868314586,unchanged
ADAM9,-0.171614523,5.993859279,-1.980616181,0.058553712,0.204695576,-4.672055818,unchanged
MLANA,-0.17159352,3.632751904,-0.983362138,0.33469743,0.554464565,-6.042343823,unchanged
IKBKG,-0.171584061,6.612456169,-2.678936576,0.012769672,0.092002652,-3.318344353,unchanged
SGK3,-0.171458164,5.995402547,-1.219685616,0.23378087,0.448938261,-5.789936602,unchanged
THAP5,-0.171426004,3.394780009,-1.754082471,0.091467473,0.260426754,-5.04929442,unchanged
HYLS1,-0.171364638,6.434194491,-1.412950279,0.169799181,0.373714998,-5.548046132,unchanged
APOA5,0.17134934,4.846280217,1.290308089,0.208558664,0.420597532,-5.705136182,unchanged
JPH1,-0.171312432,2.93305966,-1.588123416,0.124621339,0.313309145,-5.302890974,unchanged
LCLAT1,0.171241419,5.345314404,1.262097676,0.218371744,0.431792044,-5.739513775,unchanged
ZFYVE9,-0.171228128,5.842102031,-2.748685101,0.010855707,0.084384418,-3.169934003,unchanged
TCEB3B,-0.171224574,3.243427458,-0.724197208,0.475558032,0.674607396,-6.260925549,unchanged
TMEM132D,0.171195019,2.749498044,0.833146238,0.412522801,0.621659175,-6.176673544,unchanged
PATZ1,-0.171160196,6.465311712,-2.110462293,0.044822573,0.178363214,-4.440845626,unchanged
C3orf70,0.171110442,3.921337965,1.358299269,0.186303199,0.39435645,-5.619565823,unchanged
LRRFIP1,-0.17102726,7.100546307,-0.969755463,0.341306311,0.559699954,-6.05536404,unchanged
TULP4,-0.171018997,4.958714325,-1.806430784,0.082705752,0.24774841,-4.965210477,unchanged
SCRN2,-0.171018438,7.838267947,-1.481605342,0.150736943,0.348897304,-5.454812708,unchanged
ZNF688,0.170919539,8.060406838,2.615049231,0.014796266,0.099519534,-3.452441138,unchanged
HSPA6,0.17082213,5.062837411,1.539091112,0.136139417,0.329522057,-5.373905304,unchanged
LBR,0.170818938,6.135889407,1.645539207,0.112170059,0.293643809,-5.217435909,unchanged
RSPRY1,0.170805637,7.482543657,1.783825814,0.08639681,0.253360917,-5.001753838,unchanged
HLA-DOA,0.170803456,4.60835106,1.908025912,0.067744793,0.221612868,-4.796668394,unchanged
HIST1H2AE,-0.170759145,6.187994226,-1.019927843,0.317372684,0.537145362,-6.006524558,unchanged
PURB,-0.170754829,7.127774183,-2.600451704,0.015299693,0.101201238,-3.4828255,unchanged
CCDC153,-0.170754745,3.7456493,-1.665057051,0.108181348,0.287052573,-5.187830635,unchanged
NEUROD4,-0.170664638,2.238389175,-2.154231652,0.04088822,0.17055159,-4.360599236,unchanged
SHISA4,0.170610045,10.80723819,2.271437443,0.031835869,0.149926269,-4.14025753,unchanged
C21orf63,-0.170606909,6.412079588,-0.768322715,0.449375311,0.65225333,-6.228156289,unchanged
C15orf17,0.170602177,6.69418889,1.507716733,0.143956486,0.339924095,-5.418380158,unchanged
RASA1,-0.17060109,8.420171906,-1.013938984,0.320166763,0.540203728,-6.012473677,unchanged
ZWILCH,-0.170570975,6.234995288,-0.899343956,0.376910829,0.591720056,-6.120040705,unchanged
KCTD21,0.170535653,3.736551918,1.300557552,0.205078424,0.417002061,-5.692481425,unchanged
LRRC43,0.170519995,3.206261408,1.063129007,0.2977198,0.517029673,-5.96265869,unchanged
EBAG9,-0.170498033,6.395544024,-2.96390181,0.006515093,0.064954779,-2.699754706,unchanged
LGALS3,-0.170479237,11.94605583,-1.926345618,0.065313632,0.217226996,-4.765543159,unchanged
PCDHGB2,0.170473298,5.112726306,1.798395549,0.084001983,0.250056033,-4.97824085,unchanged
RPL32,-0.170432328,10.23565856,-1.666333915,0.107924602,0.286474195,-5.18588412,unchanged
C1orf130,-0.170430647,3.161715089,-1.555295452,0.132240029,0.325089156,-5.350638624,unchanged
PNPLA1,-0.170412357,3.642698728,-0.594507946,0.557427714,0.735062407,-6.346419872,unchanged
ADARB2,-0.170409575,4.131717018,-1.585580056,0.125198353,0.314078725,-5.306619373,unchanged
MOAP1,-0.170407287,7.975212193,-2.049687586,0.050845685,0.18968611,-4.550361208,unchanged
SLC37A3,-0.170397853,6.143217406,-1.499933599,0.145951159,0.342497888,-5.429295308,unchanged
HCN2,-0.170394301,7.268508944,-2.244383498,0.033747041,0.153487234,-4.191806948,unchanged
ITCH,0.170310971,5.243408269,1.70435913,0.100509924,0.275247432,-5.127373221,unchanged
CYP1A1,-0.170282885,4.160491345,-2.098454909,0.045959475,0.18000084,-4.46266035,unchanged
PYROXD1,-0.170281123,6.263935311,-1.209191853,0.237716726,0.453649265,-5.802176793,unchanged
ATIC,-0.1702601,7.225366112,-1.626815267,0.116111301,0.29980372,-5.245573251,unchanged
LIPI,0.17021964,3.203191252,1.742935526,0.093432071,0.264240412,-5.066950963,unchanged
XAGE3,-0.170214254,2.676278686,-2.267116191,0.032134388,0.150650332,-4.148518582,unchanged
ZRSR2,0.170207598,5.443320508,1.333237612,0.194280365,0.40491974,-5.651550545,unchanged
CSNK1G2,0.170206371,9.266337927,2.739185811,0.011099497,0.085067006,-3.190266678,unchanged
LPA,0.170190878,4.725911143,2.278847034,0.03132986,0.148737967,-4.126068493,unchanged
CTLA4,0.17017962,3.018063221,1.302532674,0.204412935,0.416361014,-5.69003275,unchanged
RIOK2,0.170142978,6.748900914,2.180908572,0.038645093,0.165668272,-4.311137885,unchanged
SIDT2,-0.170072024,6.723035083,-1.275935835,0.213514978,0.426423953,-5.722733673,unchanged
DCAF8,-0.170060252,6.425591865,-2.593719294,0.015537218,0.102223269,-3.496806259,unchanged
POLR2J,-0.170021693,8.793214742,-2.197722387,0.037288832,0.162489189,-4.279751958,unchanged
FAM189A1,0.169973958,4.420882706,0.99509324,0.329070131,0.548586342,-6.03098367,unchanged
DEFB113,0.169964105,3.401358999,1.942126422,0.063280867,0.213493464,-4.738555443,unchanged
ARL4D,0.169892018,6.493327278,1.553697532,0.132620432,0.325428781,-5.352941882,unchanged
FBLN1,-0.169859217,9.675382046,-0.521803415,0.606324819,0.768805719,-6.387195391,unchanged
NDUFV3,-0.169750921,8.281777208,-1.731750208,0.095439373,0.2667911,-5.084579806,unchanged
LIPT2,-0.169694941,5.189448524,-1.851000207,0.075823767,0.235776335,-4.892129899,unchanged
LOC280665,-0.169663088,2.804105231,-1.331931912,0.194703147,0.405334082,-5.653202808,unchanged
GFM1,-0.169662427,5.542918452,-1.244073628,0.224823189,0.439388339,-5.76112812,unchanged
SYNCRIP,-0.169634766,7.691370233,-2.251086139,0.033264093,0.152586969,-4.179073417,unchanged
ETAA1,-0.169604316,5.513152974,-1.458701139,0.156894862,0.357617673,-5.486331094,unchanged
SYT3,0.169584991,5.229883786,2.133906017,0.042675035,0.174587206,-4.398005201,unchanged
EFCAB1,-0.169570026,2.901194491,-1.890925065,0.070084999,0.225680103,-4.825523045,unchanged
CCDC41,0.169524955,4.610242942,1.472034294,0.153286027,0.352765553,-5.468033529,unchanged
TMED8,-0.169490263,5.104686558,-1.939248096,0.06364745,0.214241085,-4.743489938,unchanged
MRPL27,-0.169475412,8.13513866,-2.061045442,0.0496682,0.187470495,-4.530065624,unchanged
PRKCSH,-0.169455967,8.550175513,-2.60944589,0.014987653,0.099987606,-3.464115736,unchanged
CENPT,-0.169440184,5.914669792,-2.084978367,0.04726607,0.182984205,-4.487040705,unchanged
RARS,-0.169437291,9.287197011,-1.728569178,0.096016877,0.267692505,-5.089577086,unchanged
PAEP,-0.169388549,4.611619805,-1.845610541,0.076628802,0.237090412,-4.901039302,unchanged
EML5,-0.169369784,3.141772014,-1.723284685,0.096982808,0.268927557,-5.097862886,unchanged
POU2F3,-0.169355027,4.513358226,-0.570002416,0.573680165,0.747291237,-6.360741964,unchanged
C3orf14,-0.169302505,6.784835841,-1.491088244,0.148245213,0.345892604,-5.441642921,unchanged
PARP6,0.169271712,6.924597923,1.240733243,0.22603453,0.440851639,-5.76510377,unchanged
ERI2,-0.169242593,4.773894971,-1.987257776,0.057770214,0.20344863,-4.6604849,unchanged
RPS7,-0.169226133,12.08911902,-1.3373738,0.192945792,0.403389921,-5.64630726,unchanged
ALKBH3,-0.169209778,6.298666709,-1.686329192,0.103970294,0.280666612,-5.1552473,unchanged
INPP1,-0.169137014,7.656463692,-1.670988247,0.106993054,0.285282633,-5.17877874,unchanged
RAB1A,0.169102086,8.751869213,2.457343501,0.021152052,0.121092295,-3.775434719,unchanged
CYP21A2,0.169093137,5.596674935,2.028391454,0.053120399,0.19483722,-4.588200742,unchanged
HSPA13,0.169064754,6.388569991,0.803391653,0.429197623,0.635711644,-6.200795977,unchanged
C12orf52,0.169006208,7.770861404,2.215007606,0.035939435,0.159386157,-4.247317273,unchanged
SLITRK4,0.168964347,5.277756132,1.633462552,0.114699089,0.297501808,-5.235613751,unchanged
RSPH1,-0.168932329,3.427685633,-1.364080777,0.184499839,0.392450572,-5.612114315,unchanged
SLC35B1,-0.168832587,8.598936325,-1.410855852,0.170409559,0.374500604,-5.55083142,unchanged
COPS8,0.168820058,7.980458244,2.553488824,0.017029681,0.107633703,-3.579916179,unchanged
PKLR,-0.168749618,5.498116625,-1.565556375,0.1298186,0.321446294,-5.3358021,unchanged
RGS7,-0.168739284,3.010956485,-1.152601267,0.259798938,0.476959734,-5.86655721,unchanged
SRSF1,-0.168612947,6.425292253,-1.528405737,0.138761832,0.33227736,-5.389137591,unchanged
TTC39A,-0.168581096,4.587960765,-1.881097698,0.071461409,0.22851877,-4.842017129,unchanged
OLIG3,-0.16854163,2.589043343,-2.604608566,0.015154731,0.100602635,-3.474182924,unchanged
FSD2,-0.168483855,3.438143436,-1.578034425,0.126923233,0.316619459,-5.317652064,unchanged
C2orf56,0.168384961,6.597792699,2.617360772,0.014717979,0.099080603,-3.447620906,unchanged
SARS,-0.168356646,8.563536781,-0.953031476,0.349549824,0.566618884,-6.071136639,unchanged
ILDR2,0.168323039,3.786511802,1.003493798,0.325080609,0.544779694,-6.022772327,unchanged
PTCD2,-0.168311672,4.092422116,-1.645512351,0.112175631,0.293643809,-5.217476451,unchanged
SLC25A36,0.168300579,7.139033051,1.537329848,0.136568857,0.329805196,-5.376422068,unchanged
DDX43,-0.168280081,2.895655445,-1.187027577,0.246192405,0.462305835,-5.827720317,unchanged
WFDC9,0.168271661,3.156714196,0.768302743,0.449386963,0.65225333,-6.228171539,unchanged
FUNDC1,-0.168259919,7.992596483,-1.359358283,0.185971844,0.394106689,-5.61820295,unchanged
TMEM126A,-0.168246255,7.871016552,-1.369636857,0.182779724,0.390346472,-5.604927693,unchanged
FAM176A,-0.168225483,6.387553884,-0.984116264,0.334333717,0.554111689,-6.04161729,unchanged
SH3BP1,-0.16821296,6.91492506,-2.735035366,0.011207624,0.085459339,-3.199138719,unchanged
TGM7,0.168206587,4.864532927,1.542512985,0.135308237,0.32842474,-5.369008808,unchanged
EIF3B,-0.168203611,8.899100154,-2.367374818,0.025825415,0.13341994,-3.954246311,unchanged
SELT,-0.168162275,7.954539483,-1.796460399,0.084316749,0.250496004,-4.981372324,unchanged
ENPP7,0.168082422,3.509252949,1.461302614,0.156185418,0.356973688,-5.482771993,unchanged
MMP13,0.168047382,2.494550791,1.207921613,0.238196497,0.454031017,-5.803652057,unchanged
DLGAP2,0.168042918,2.369228435,1.165324142,0.254707404,0.471125924,-5.852323612,unchanged
MGEA5,-0.168024276,6.054543683,-1.300537825,0.205085079,0.417002061,-5.692505866,unchanged
NFE2L2,-0.168008865,6.207466523,-1.489373864,0.148693199,0.346458437,-5.444029043,unchanged
BRWD3,0.16800534,5.414696654,1.471932591,0.153313299,0.352773376,-5.468173629,unchanged
TP53,-0.168002149,6.339390615,-2.089894208,0.046785676,0.181970491,-4.478160204,unchanged
PPIL4,0.167994907,7.450598571,2.158363249,0.040533333,0.169856699,-4.352966035,unchanged
GMFB,-0.167974024,7.027927209,-1.413425284,0.169660992,0.373522121,-5.547413953,unchanged
ATXN3,0.167953968,5.646767196,1.766977506,0.089238782,0.257187117,-5.028759655,unchanged
TRIM27,0.167929867,8.225038164,1.961599746,0.060848979,0.209028274,-4.705030123,unchanged
ISLR2,0.167901514,6.235830781,1.924556088,0.06554771,0.217717948,-4.768593281,unchanged
LNP1,-0.16788525,4.273919248,-1.34816356,0.189497993,0.398826712,-5.632563395,unchanged
TCTEX1D4,0.1678762,7.359101334,1.895913534,0.069395182,0.224387878,-4.817125904,unchanged
LRRC14,-0.167862901,3.890201791,-1.466818968,0.154689596,0.354559976,-5.475207371,unchanged
POTEA,0.167767927,2.216405046,1.531554184,0.137984885,0.331491246,-5.384658514,unchanged
CDK7,-0.167713484,7.661324702,-1.778673956,0.087257493,0.254182734,-5.010032696,unchanged
CXCR2,-0.167701592,3.286129926,-1.88274426,0.071229169,0.228072249,-4.839258057,unchanged
OR2T10,0.167667304,2.201630318,1.648412107,0.11157534,0.292870036,-5.213095766,unchanged
ZNF77,-0.167663721,5.296263823,-1.496131979,0.146933562,0.343985623,-5.434609621,unchanged
VAMP4,0.167649322,5.878573576,2.077453621,0.048009929,0.184414538,-4.500605806,unchanged
SAMD9L,-0.167643825,6.124875354,-0.39503581,0.696112065,0.829017407,-6.445817174,unchanged
ARHGAP27,-0.167604661,5.424484505,-1.539730616,0.135983763,0.3293611,-5.372990894,unchanged
KLF11,0.167570551,4.738663635,1.506736784,0.144206404,0.340327909,-5.419757037,unchanged
LIN7A,-0.167566802,5.000355402,-0.657966521,0.516474887,0.706138917,-6.306615626,unchanged
DCAF5,0.167522498,5.257680412,2.392320111,0.024442743,0.129598282,-3.905082286,unchanged
MORF4L2,0.167389459,10.00965285,1.547634076,0.134072079,0.326799361,-5.36166408,unchanged
CCDC34,0.167382251,3.953857745,1.498213255,0.146395064,0.342996648,-5.431701583,unchanged
ATP6V1D,-0.167320666,7.53028997,-1.524460333,0.139740481,0.333432115,-5.394739667,unchanged
TRPM8,0.167303508,2.643994173,1.264143867,0.217648338,0.430893555,-5.7370427,unchanged
FAF1,-0.167290623,7.152413138,-1.898852565,0.068991537,0.223768205,-4.812170873,unchanged
CHCHD2,-0.167246435,9.508290498,-2.078735013,0.047882526,0.184174962,-4.498298231,unchanged
PLCL2,0.167234788,3.885420538,0.489390113,0.628762315,0.783342107,-6.403699535,unchanged
SRI,0.167220797,7.706408378,1.44651884,0.160251582,0.361477275,-5.502926673,unchanged
NDUFB1,-0.167039625,9.228758342,-1.128250214,0.269751344,0.487777241,-5.893407603,unchanged
SKP1,-0.167019381,7.75616558,-2.267383324,0.03211586,0.150611256,-4.148008196,unchanged
ZNF167,0.167002131,3.080850023,1.644038728,0.112481725,0.29404891,-5.219700292,unchanged
RNGTT,-0.166999609,3.829927269,-1.124875882,0.271152046,0.488741741,-5.897087485,unchanged
SLC26A3,-0.166988872,2.35904647,-1.227997518,0.230698254,0.445939816,-5.780174827,unchanged
CRHR1,-0.166974028,4.853884996,-1.475187835,0.152442324,0.351480765,-5.46368537,unchanged
FAM49B,-0.166940555,5.081727646,-1.228007818,0.230694453,0.445939816,-5.780162693,unchanged
BTBD9,-0.166902671,5.246124852,-1.80746128,0.082540764,0.247404638,-4.963536144,unchanged
PAWR,0.166845042,7.997472963,0.851427204,0.402482516,0.612953122,-6.161441622,unchanged
OR5H1,0.166842833,6.840681818,2.038768429,0.052000975,0.192393193,-4.569797808,unchanged
GPRASP1,-0.16681207,5.374308651,-1.676231264,0.105951777,0.283901607,-5.170755744,unchanged
SSTR2,0.166796262,3.268533896,1.553797146,0.132596691,0.325424566,-5.352798355,unchanged
UNK,0.166781846,5.290139444,2.7942613,0.009754572,0.079813574,-3.071867219,unchanged
ADIPOR1,-0.166714343,9.557111083,-1.581369522,0.12615845,0.315759387,-5.312781021,unchanged
RPL27A,-0.16670498,4.658177376,-0.558176667,0.581607524,0.75257569,-6.367443378,unchanged
DCP2,0.16661906,5.02442187,1.861122852,0.074331534,0.233304393,-4.875343544,unchanged
COL23A1,0.166559052,5.698097156,1.160874802,0.256479549,0.472876099,-5.85731721,unchanged
COQ7,-0.166478859,6.183814288,-2.118316783,0.044092542,0.177424078,-4.426529024,unchanged
