,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulate
TRIM9,-0.065383224,2.754340522,-0.463977766,0.646612812,0.795777884,-6.415912846,unchanged
FGF21,0.06533462,3.127787043,0.537316633,0.595721937,0.762295035,-6.378930109,unchanged
YTHDF1,0.065280796,8.637782185,1.033944795,0.310899524,0.530994251,-5.992474775,unchanged
FBXL6,0.065278045,10.37085267,0.691123405,0.495752009,0.691725464,-6.284268663,unchanged
FUT7,0.065277023,4.810603876,0.823221456,0.418039047,0.625936062,-6.184812047,unchanged
NFKB1,0.065261514,7.731444542,0.49315271,0.626138432,0.781390728,-6.401836909,unchanged
POLR2B,0.065198769,9.532151483,0.954611869,0.348765137,0.565595086,-6.069657054,unchanged
XPO1,-0.065189394,8.457161517,-0.838262406,0.409697149,0.619207528,-6.172442165,unchanged
AMBP,-0.065180907,3.049218654,-1.045888743,0.305457006,0.524487356,-5.980364064,unchanged
C22orf32,0.065178049,5.698890882,0.866889192,0.394112748,0.605779789,-6.148315173,unchanged
OR52A5,-0.065101974,2.402110056,-0.944526563,0.35379301,0.570057716,-6.079059903,unchanged
NCBP2,0.065096168,5.939224595,0.61708639,0.542666427,0.724779595,-6.33270571,unchanged
CD79B,0.065092987,3.950195666,0.473288685,0.640046697,0.790734055,-6.411512186,unchanged
ZNF180,0.065091178,4.762761819,0.497091746,0.623396874,0.780143598,-6.39987195,unchanged
KDM4B,0.06505654,7.970377711,0.833170411,0.412509421,0.621659175,-6.176653609,unchanged
GBP2,0.06505554,6.021267735,0.133203737,0.895081226,0.946851055,-6.515933498,unchanged
SMURF1,-0.065051078,3.556321663,-1.185982384,0.246597566,0.46284418,-5.82891446,unchanged
RNF168,0.06502744,5.154686626,0.834468807,0.411791177,0.621169413,-6.175582047,unchanged
PRRT4,0.065026995,4.215799825,0.838640314,0.409488916,0.619093279,-6.172128641,unchanged
FBXL18,-0.06501748,5.652351132,-0.803820558,0.428954344,0.635581905,-6.200454167,unchanged
INHA,-0.064970798,4.482699321,-0.776360798,0.444700648,0.648701034,-6.221987774,unchanged
PIKFYVE,-0.064959813,5.13898092,-1.204625011,0.239445005,0.455142634,-5.807474318,unchanged
CDHR3,-0.064941093,2.704288031,-0.678294598,0.503713767,0.697141363,-6.293040556,unchanged
PDPK1,0.064884766,6.738451421,1.141717082,0.264213594,0.481441154,-5.878622326,unchanged
CHM,0.064866474,5.7076015,0.832107678,0.413097887,0.621807211,-6.177529505,unchanged
CARD10,0.064826654,5.738363886,0.598838834,0.554580278,0.732811658,-6.343827767,unchanged
DNAI1,-0.064826235,4.304675171,-0.758817698,0.454941042,0.657151885,-6.235371519,unchanged
CHRNB4,0.064822944,3.373572113,0.562404971,0.578766861,0.750591947,-6.365063012,unchanged
CPLX4,-0.064794362,2.211011536,-1.5670518,0.129468765,0.320892308,-5.333633145,unchanged
SLC5A11,-0.064753533,3.292337047,-0.936447921,0.357855349,0.574036963,-6.086524816,unchanged
RNF170,-0.064747751,4.789317756,-0.779908918,0.442646574,0.646865954,-6.219245449,unchanged
PRR3,0.064686235,4.24407876,0.873739338,0.390440612,0.602185673,-6.142428657,unchanged
CNNM2,-0.064677373,3.117704395,-0.625188385,0.53742027,0.720836827,-6.327663675,unchanged
CCDC48,0.064628737,4.653106742,0.843608849,0.406757385,0.616593942,-6.167994182,unchanged
C10orf28,-0.064628356,4.87279408,-0.605644865,0.550120792,0.72972486,-6.339717324,unchanged
ARHGAP17,0.06462711,6.621001127,0.819821939,0.419939058,0.627699723,-6.187578481,unchanged
MPL,-0.064607651,4.17866958,-0.963706465,0.344272612,0.561932201,-6.061098321,unchanged
OGFR,-0.064602672,10.14599377,-0.540439364,0.593598508,0.760770367,-6.377237741,unchanged
GAD2,-0.064588232,3.048648163,-0.972577109,0.339928583,0.55899451,-6.052677821,unchanged
WAPAL,-0.064577355,6.36433335,-1.242058695,0.225553285,0.440290739,-5.763527377,unchanged
TJAP1,-0.064535775,6.723998887,-0.954633874,0.348754219,0.565595086,-6.069636436,unchanged
GNB3,-0.064526316,6.726680123,-0.6227223,0.539014232,0.721943737,-6.329205119,unchanged
C3orf45,-0.064525908,3.545048565,-0.779658187,0.442791538,0.646865954,-6.219439629,unchanged
CHGB,0.064521547,3.528774914,0.657998871,0.516454439,0.706138917,-6.306594339,unchanged
OR2T34,0.064514333,2.981999398,0.761877717,0.453144748,0.655909646,-6.233058023,unchanged
C1GALT1C1,0.064442365,7.618547175,0.308037416,0.760564009,0.867262471,-6.476777543,unchanged
REP15,0.064436031,3.748970492,0.687583878,0.49794156,0.692652358,-6.286704676,unchanged
LCE1D,0.064407515,12.90238356,1.616272301,0.118380819,0.303381657,-5.261302298,unchanged
OTUD5,0.064391561,6.912290361,1.318050643,0.199242184,0.410155502,-5.67068163,unchanged
CDKN2A,-0.064364114,8.339783044,-0.358439856,0.722974061,0.845271595,-6.45976495,unchanged
SLC26A1,-0.064363243,4.281505202,-1.265659342,0.217113738,0.430296366,-5.735210273,unchanged
FAM123C,-0.06436284,4.20886942,-0.766435506,0.450477113,0.653211227,-6.229595681,unchanged
SRGAP3,-0.06435108,5.155025985,-0.629787402,0.534454399,0.719143385,-6.324773259,unchanged
PNLIPRP2,-0.064336856,2.044159716,-1.303273265,0.204163833,0.416242958,-5.689113759,unchanged
WDR20,0.064330442,5.685757122,0.774090146,0.446018191,0.649689875,-6.223736498,unchanged
DDX49,-0.064328015,7.140125573,-0.572608657,0.571940402,0.746340809,-6.359246651,unchanged
UBE2D4,-0.064324961,7.549624723,-0.673498292,0.506708709,0.699402506,-6.29627943,unchanged
TMEM85,-0.064302562,8.337119305,-1.216232136,0.235070716,0.450606089,-5.793975193,unchanged
ASB2,0.064289581,3.657900979,0.233857263,0.816969073,0.900921791,-6.497165683,unchanged
C9orf16,0.064251324,8.22936893,0.751936069,0.458996195,0.661135274,-6.24054182,unchanged
TUBB,0.064248965,11.24919841,0.425872494,0.673785302,0.813330352,-6.433026119,unchanged
ACER3,0.064238277,5.431164066,0.73903213,0.46665773,0.666518585,-6.250115406,unchanged
CSNK2B,-0.064234645,8.781564358,-1.016955907,0.318757105,0.538514118,-6.009480802,unchanged
DIAPH2,-0.064203067,6.20766693,-0.541199714,0.593082034,0.760320916,-6.376824218,unchanged
C9orf21,0.064202836,7.193311911,0.238960471,0.813052442,0.898748947,-6.495940952,unchanged
COPS7A,-0.06418026,9.541305009,-0.855241895,0.400407144,0.610799666,-6.158223833,unchanged
NEDD8,-0.064176618,10.27388119,-1.236154141,0.227703087,0.442782891,-5.770538366,unchanged
HBQ1,-0.064172419,6.720416439,-0.738197661,0.467155761,0.667100955,-6.250729051,unchanged
FAM126B,0.06413676,5.515564849,0.896527538,0.378383894,0.592493751,-6.122532991,unchanged
HAUS2,0.064124522,5.714485499,0.674498077,0.506083599,0.699110847,-6.295606119,unchanged
TXLNA,-0.064098985,5.988303456,-0.896973656,0.378150312,0.59231791,-6.122138704,unchanged
CHGA,-0.064081231,2.343749204,-0.829819008,0.414366979,0.623152946,-6.179412217,unchanged
CCL8,-0.064058635,3.193906649,-0.122043136,0.903824623,0.9507292,-6.51738174,unchanged
DERL1,0.064056777,9.025768577,0.689108658,0.496997663,0.692337481,-6.285656751,unchanged
UNC80,-0.06396802,3.249946458,-1.29905869,0.205584557,0.41741179,-5.69433749,unchanged
TNKS1BP1,-0.063967987,7.524117846,-0.67932279,0.503073027,0.696776654,-6.29234335,unchanged
KLHL24,0.063953341,5.507439683,0.461933854,0.648058128,0.79650295,-6.416867367,unchanged
N6AMT2,0.063938494,6.461887677,0.809515952,0.425731925,0.632646888,-6.195898898,unchanged
AKR1C4,0.063919164,3.099336009,0.760997768,0.453660861,0.656008077,-6.23372421,unchanged
SCPEP1,0.063896338,8.054878275,0.289611554,0.774462698,0.876137542,-6.482359611,unchanged
EPHA10,0.063878224,3.230968742,1.234361208,0.228358933,0.443191484,-5.772661425,unchanged
DDX11,-0.06387528,6.319820711,-0.618817519,0.541543227,0.723667962,-6.331633751,unchanged
RNASE13,0.063863457,9.315792224,0.837977891,0.409853966,0.619265036,-6.172678119,unchanged
PNLIP,-0.063860684,2.038517231,-1.029586819,0.312902119,0.53262926,-5.996861824,unchanged
ARFIP1,0.06383759,6.755949316,0.951933991,0.350095438,0.567005731,-6.072162778,unchanged
DOLK,-0.063817362,7.228279619,-0.659379069,0.515582438,0.705506221,-6.305685216,unchanged
KCNV2,-0.063791783,4.981964833,-1.146021513,0.262461192,0.479939245,-5.873863174,unchanged
ANGPTL3,-0.063781681,2.01881811,-1.049451119,0.303846774,0.522815997,-5.976727286,unchanged
MYPOP,0.063770351,6.793185917,0.829426867,0.41458467,0.623325282,-6.179734308,unchanged
KRTAP3-1,-0.063753109,5.727447506,-0.453831411,0.653801427,0.800034683,-6.420610495,unchanged
PTPLAD1,-0.063709654,8.552854835,-0.818682886,0.420576883,0.628335314,-6.188502986,unchanged
DDHD2,-0.063694375,5.637238817,-0.581764814,0.565849481,0.741930593,-6.353940715,unchanged
CCDC142,0.063694135,4.155151394,0.953715128,0.349210235,0.566192631,-6.070496874,unchanged
TOP3B,0.0636816,4.501062572,1.016945776,0.318761832,0.538514118,-6.009490866,unchanged
ZKSCAN2,0.063675915,3.73239306,0.68424675,0.500010894,0.694423025,-6.288990363,unchanged
SUV420H1,-0.063669669,5.602999646,-0.666250843,0.511252974,0.702166507,-6.301131473,unchanged
SLC6A1,-0.063633728,2.282494148,-0.977710982,0.337431565,0.556498463,-6.047771807,unchanged
APOBEC1,0.063629283,2.357613787,0.910077055,0.371331541,0.586737188,-6.110475746,unchanged
KIAA1274,0.0636051,5.962208915,0.733387371,0.470032744,0.669485018,-6.254253461,unchanged
ANAPC11,-0.063531372,9.57449632,-0.830131213,0.414193714,0.622955777,-6.179155679,unchanged
TTBK2,0.063512544,4.953997022,0.893366775,0.380041529,0.593644152,-6.125321264,unchanged
FBXO22,0.063501815,6.63836916,0.920678404,0.365874323,0.581409277,-6.100924026,unchanged
RHOA,0.06349173,11.63161165,0.678997263,0.503275836,0.696796312,-6.292564196,unchanged
FBXO9,-0.063471709,8.570039119,-0.503481543,0.618961347,0.777887274,-6.39665186,unchanged
WBSCR17,-0.063452957,4.654392608,-0.502457751,0.619671037,0.777985824,-6.397170504,unchanged
CDK4,0.063447212,9.484164272,0.554490242,0.584089766,0.754202593,-6.36950439,unchanged
C20orf196,0.063424303,4.686622586,0.92181391,0.365292962,0.58079773,-6.099894817,unchanged
ZNF559,0.063408132,5.935334561,0.916793911,0.367867744,0.583572909,-6.104435921,unchanged
NFE4,-0.063389319,4.252013898,-1.086908757,0.287277108,0.505926542,-5.937804294,unchanged
TM2D2,-0.063386948,7.920640651,-0.624567281,0.537821486,0.72102119,-6.328052457,unchanged
EHMT1,0.063292754,6.403311923,1.00027713,0.326604285,0.546303157,-6.025924067,unchanged
CHADL,-0.063222034,5.160308244,-0.798227547,0.43213342,0.637798198,-6.204897829,unchanged
TAOK1,0.063196976,6.742306715,0.70350398,0.4881364,0.684985901,-6.275653339,unchanged
STATH,-0.063189836,2.146773104,-0.865315943,0.394959233,0.606370138,-6.149660951,unchanged
ADO,0.063188989,6.584141341,0.720199182,0.477973455,0.676807479,-6.263802952,unchanged
TYRO3,-0.063186755,6.219298342,-0.467949798,0.643808102,0.793431697,-6.414046034,unchanged
POTEF,-0.063180301,8.432993171,-0.663915568,0.51272202,0.703285369,-6.30268411,unchanged
ZNF385A,-0.063155577,7.901458785,-0.950890267,0.350614857,0.567251632,-6.073137632,unchanged
ZNF598,-0.063060258,7.114477909,-1.140065191,0.26488837,0.482229326,-5.880444442,unchanged
PRAME,0.063052311,4.704822977,0.903051868,0.374977212,0.590037085,-6.116748358,unchanged
MBNL2,0.063034027,7.225470832,0.478379225,0.636469365,0.788820583,-6.409069914,unchanged
KRTAP4-12,0.063016232,6.355057206,0.796552521,0.433088317,0.638633475,-6.206222907,unchanged
FAM172A,0.062996872,6.597538067,0.428646497,0.671791308,0.81216233,-6.431829013,unchanged
IL15,0.06297596,4.819649323,0.304401849,0.763300018,0.869338507,-6.477905987,unchanged
NLRP13,-0.062964392,2.56248805,-0.875190719,0.389665413,0.601573893,-6.141175851,unchanged
NCR2,0.062936633,5.29377805,0.526080265,0.603392777,0.767128544,-6.384940369,unchanged
GPR119,0.062935813,7.175440974,0.723293652,0.476103297,0.67511548,-6.261577179,unchanged
NDST1,-0.062921756,6.696966525,-0.572471686,0.572031769,0.746341976,-6.359325403,unchanged
AXL,-0.062890212,9.582440496,-0.614482986,0.544357895,0.725597746,-6.334312322,unchanged
NNT,-0.062889936,6.126167389,-0.695269689,0.493194059,0.689323859,-6.281399755,unchanged
ABCB11,0.062863679,2.622342525,0.566140397,0.576263085,0.749172496,-6.362945549,unchanged
GATS,0.062858747,4.260389679,0.959787153,0.346203844,0.563648345,-6.064795943,unchanged
OR10C1,-0.062856441,4.47166055,-0.938311375,0.356915562,0.572840367,-6.084808226,unchanged
SEMG1,-0.06279571,2.442161029,-0.773692373,0.44624924,0.649826166,-6.224042337,unchanged
CTAG2,-0.062787412,5.802912675,-0.757795302,0.455542156,0.65763447,-6.23614251,unchanged
CTXN2,-0.062695323,2.307997317,-1.419430744,0.167921577,0.371463644,-5.53940578,unchanged
OR5J2,0.062632346,2.770745437,0.468865925,0.643161971,0.792991611,-6.413613245,unchanged
ZNF560,0.062597104,2.15354666,1.12303785,0.27191724,0.489477532,-5.899087766,unchanged
KATNA1,0.06259239,5.732671377,0.791705724,0.435858649,0.641067808,-6.210042201,unchanged
LOC100287367,-0.062584267,3.251493485,-1.045334891,0.305707892,0.524735221,-5.980928467,unchanged
OSBPL11,0.062560955,6.102552741,0.635292928,0.530915475,0.716426819,-6.321286133,unchanged
LOC646513,0.062534168,7.42756571,0.770555514,0.448073839,0.651107816,-6.226448952,unchanged
ETNK1,-0.06252469,5.648944246,-0.678511019,0.503578861,0.697019935,-6.292893888,unchanged
ERCC3,-0.062510002,6.479073862,-0.938321503,0.356910459,0.572840367,-6.084798888,unchanged
ASXL3,-0.062479828,2.331216707,-0.664008087,0.512663775,0.703270758,-6.302622698,unchanged
GEMIN4,-0.062465491,6.153048292,-0.633714128,0.531929029,0.717310637,-6.322289129,unchanged
KBTBD8,-0.062442951,2.467507784,-0.647909031,0.522853678,0.710617928,-6.313184509,unchanged
BRD2,0.062434182,7.648733723,0.872614956,0.39104184,0.602760944,-6.143397859,unchanged
CRYBA4,0.062414044,4.25568942,0.718614273,0.478932949,0.677803635,-6.264939392,unchanged
RAD23B,0.062398405,9.155152228,0.781899893,0.441496483,0.645939954,-6.217701419,unchanged
WDR46,-0.06239839,7.179057303,-0.63364122,0.531975859,0.717310637,-6.322335388,unchanged
CDH22,-0.06234072,10.40492917,-1.087504438,0.287018923,0.505825488,-5.93717527,unchanged
GLP2R,0.062331161,3.83076462,0.834426052,0.411814815,0.621169413,-6.175617358,unchanged
WDR88,-0.06231229,2.237927805,-1.04334304,0.306611361,0.525370603,-5.982955999,unchanged
MRPL34,-0.062308453,10.01235693,-0.389590141,0.700084799,0.831136264,-6.447977476,unchanged
DENND1A,-0.062273355,5.79775593,-0.710898387,0.483619989,0.681322446,-6.270437651,unchanged
PKN3,0.062254034,3.474131796,0.363724956,0.719071298,0.842749118,-6.457833434,unchanged
AK1,0.062212947,8.729443456,0.405146134,0.688759827,0.823896151,-6.441727892,unchanged
VWA5B1,-0.062164689,3.070293563,-0.958071048,0.347051748,0.564354038,-6.066410574,unchanged
BEND2,0.062135641,5.147075956,1.161387773,0.256274774,0.472721549,-5.856742365,unchanged
TMEM38B,-0.062100096,5.917663011,-0.313360224,0.756563966,0.864921594,-6.475101415,unchanged
DPAGT1,0.062040806,7.182668965,0.93869467,0.356722462,0.572776444,-6.084454746,unchanged
GSG1L,0.062035405,3.409395987,0.596982787,0.555799653,0.733811487,-6.344940879,unchanged
FAM193B,-0.062018875,6.518425888,-0.462468694,0.647679789,0.796280429,-6.416617993,unchanged
KRT28,-0.062015331,3.803009342,-0.376073658,0.709982819,0.83650264,-6.45321142,unchanged
CXorf65,0.062012046,3.382998908,0.46546914,0.645559103,0.794753551,-6.415213749,unchanged
TRNAU1AP,-0.061992806,5.13081231,-0.471084461,0.641598457,0.791922854,-6.412561738,unchanged
FAM58A,0.061986996,7.915792447,0.790589758,0.436498044,0.641675578,-6.210918447,unchanged
FCGR3A,0.061957592,4.080965551,0.495388102,0.62458193,0.780700996,-6.400723681,unchanged
PDZD3,-0.061952922,2.929479713,-0.711047917,0.483528906,0.681322446,-6.270331639,unchanged
LOC100132099,-0.061911547,4.646221214,-0.521007346,0.606871318,0.769168665,-6.38761314,unchanged
SLC34A3,-0.061909814,7.532749483,-0.935519673,0.358324104,0.574601767,-6.087378718,unchanged
SEC14L3,0.061900766,3.897108738,0.825826765,0.416586562,0.625103101,-6.182684582,unchanged
DHX38,-0.061859052,7.510710555,-0.909453198,0.371654341,0.587121681,-6.111034613,unchanged
VDAC1,-0.061856518,9.441791679,-0.638384879,0.528933523,0.714730738,-6.319314849,unchanged
MBNL3,-0.061849454,6.30540057,-1.081583117,0.289592771,0.507869971,-5.943414114,unchanged
ZNF573,-0.061823672,4.440061677,-0.783505665,0.440570229,0.645413342,-6.216453389,unchanged
SPIB,-0.061760566,4.905448691,-1.114058821,0.275677837,0.493802113,-5.908816891,unchanged
TMEM106B,-0.061754569,7.381597154,-0.532343154,0.599111417,0.764381749,-6.381605706,unchanged
COMMD9,0.061742875,5.682802559,1.243372195,0.225077144,0.439631243,-5.761963732,unchanged
ANGPTL6,0.061726173,5.853082094,0.701503758,0.489362242,0.685742374,-6.277055202,unchanged
LSR,0.061713596,6.945064509,0.527075189,0.602711665,0.76672437,-6.384413202,unchanged
ZNF518B,0.061711235,5.582404055,0.7095949,0.484414394,0.68179141,-6.271360876,unchanged
LRFN4,-0.061709865,6.958480978,-0.867056692,0.394022693,0.605779789,-6.148171756,unchanged
RELA,0.061667139,7.833056698,0.622235244,0.539329339,0.722217458,-6.329508859,unchanged
MIER1,0.061620673,5.458868686,0.932345848,0.359929939,0.576426217,-6.090292383,unchanged
BRD4,-0.06160788,7.371265506,-0.874537162,0.390014363,0.601706615,-6.141740232,unchanged
ST7,0.061606459,6.524883472,0.667609885,0.510399117,0.701690552,-6.300225475,unchanged
SLC12A1,-0.061600806,2.265490285,-1.451690851,0.158819517,0.359729614,-5.495895335,unchanged
ADCK5,-0.061557376,5.152992829,-0.500639867,0.620932116,0.778773882,-6.398088878,unchanged
OR6B1,-0.061533023,2.379830187,-0.84301757,0.407081845,0.616791569,-6.168487411,unchanged
YIPF3,-0.061520995,8.221719574,-0.839374221,0.409084713,0.618798731,-6.171519389,unchanged
SLC4A2,0.061510463,7.444891373,1.182380227,0.247997707,0.464057505,-5.833022761,unchanged
C15orf58,0.061498144,5.36732866,0.783356709,0.440656101,0.645413342,-6.216569262,unchanged
C2orf73,0.061475784,5.654940395,0.728093376,0.473210987,0.67249377,-6.258106763,unchanged
UTS2R,-0.061457798,11.54166226,-1.255706066,0.220643214,0.434320604,-5.747209897,unchanged
STRA8,-0.061455378,2.875653859,-0.890283847,0.381662895,0.595049604,-6.128031978,unchanged
PRSS54,0.061441678,3.824331979,0.901404491,0.37583549,0.591038309,-6.118212672,unchanged
PPP1R1C,-0.061410328,3.510182394,-0.632486039,0.532718153,0.717787558,-6.323067651,unchanged
GBX1,0.061392112,2.534283585,0.977484338,0.337541536,0.556617707,-6.047988897,unchanged
FAM165B,0.061389824,4.103522511,0.882599688,0.385723673,0.59784632,-6.134750115,unchanged
FAM71C,-0.061387824,2.764801785,-0.662278201,0.513753424,0.704103987,-6.303769596,unchanged
MFAP1,0.061387616,7.289017343,0.912567744,0.37004463,0.58569412,-6.108240954,unchanged
TFB2M,-0.061378527,7.610768367,-0.379146981,0.70772761,0.835416518,-6.452037391,unchanged
SOX14,0.061363368,3.290912699,0.490753064,0.627811272,0.782619129,-6.40302644,unchanged
SPRR2F,-0.061355584,6.478837158,-0.494069178,0.625500082,0.780989836,-6.401381104,unchanged
TMEM129,-0.061338149,6.051101986,-0.508445192,0.615525902,0.775283519,-6.394122658,unchanged
CYP2C8,-0.061325076,2.661499469,-0.783410015,0.440625369,0.645413342,-6.216527798,unchanged
CR1,-0.061313472,2.78058322,-0.360835267,0.721204225,0.844193825,-6.458892979,unchanged
OTUD3,-0.061303148,3.474571397,-0.501628945,0.620245839,0.778441716,-6.397589612,unchanged
ACSL5,0.061289221,6.45434157,0.372412417,0.712672959,0.838223488,-6.454597707,unchanged
ATF4,0.061264758,10.45533638,0.454849291,0.653078713,0.79961423,-6.420143837,unchanged
SEC61A1,-0.061264187,9.644460474,-0.517811847,0.609067362,0.770706679,-6.389283746,unchanged
UBE2Z,-0.061253415,8.235841317,-1.003472164,0.32509084,0.544779694,-6.022793555,unchanged
CACNB3,0.061242276,5.663797478,0.976344331,0.338095055,0.557137505,-6.049080138,unchanged
HSF2,-0.06123587,5.144142196,-0.753671508,0.457971529,0.660109762,-6.239242194,unchanged
CIB3,-0.061227834,5.315661816,-0.764174983,0.451798998,0.654674725,-6.231315358,unchanged
NEIL3,-0.061216674,2.835679386,-0.657398511,0.516833995,0.706433813,-6.306989217,unchanged
MS4A13,-0.061195813,2.073616643,-1.302347295,0.204475325,0.416361014,-5.690262713,unchanged
C1orf227,-0.061181235,2.460451564,-0.683652646,0.500379801,0.694674212,-6.289396157,unchanged
IL31RA,-0.061153483,4.061780044,-0.770842866,0.44790651,0.651107816,-6.226228882,unchanged
GSN,-0.061147558,11.10630149,-0.28429968,0.778483965,0.878544185,-6.483905349,unchanged
UBXN6,0.061141909,8.655324888,0.886272701,0.38377915,0.596769915,-6.131545679,unchanged
GJD2,-0.061134755,2.965184743,-0.430395692,0.670535217,0.811108293,-6.43107022,unchanged
WNT8A,0.061117538,2.339711615,0.961343774,0.345435948,0.562980675,-6.063329045,unchanged
C11orf31,-0.06111005,9.422224956,-0.879971129,0.387119163,0.599104555,-6.137035668,unchanged
ZBTB37,-0.061084633,5.17725534,-0.942124443,0.354997676,0.571156924,-6.081285772,unchanged
C10orf131,0.0610588,2.514777827,0.431006958,0.670096499,0.810975919,-6.430804338,unchanged
TMEM175,0.060997854,6.41675141,0.812791256,0.423885578,0.630946097,-6.193265438,unchanged
HES1,0.0609793,6.307966326,0.329815255,0.744242265,0.857986265,-6.469739695,unchanged
KCNJ13,-0.060960411,3.35550794,-0.393933031,0.696915858,0.829373088,-6.446257039,unchanged
DEK,-0.060955735,8.079235328,-0.526570692,0.603056991,0.767019598,-6.384680634,unchanged
OR51B5,0.060951061,3.90614156,0.503163087,0.619182059,0.777887274,-6.396813298,unchanged
AUTS2,0.060923458,6.153363159,0.858275687,0.398761493,0.609624389,-6.15565507,unchanged
PACRGL,-0.060878783,6.284463478,-0.978585037,0.337007688,0.556233956,-6.046934162,unchanged
TAAR1,-0.060815219,1.821844692,-1.058012203,0.300001542,0.518858004,-5.967941147,unchanged
FADS3,-0.060813727,7.88212927,-0.251199794,0.803679313,0.893400227,-6.492896382,unchanged
KLHL11,-0.060813095,6.259658373,-0.850592481,0.402937555,0.613395243,-6.162143923,unchanged
SEC22B,0.060805748,8.973867285,0.461112301,0.648639472,0.796952313,-6.417249871,unchanged
ELK4,0.060800952,6.320136128,0.798444915,0.432009599,0.637798198,-6.204725681,unchanged
SPDYE4,0.060797326,3.695251188,0.658507936,0.516132721,0.705982633,-6.306259237,unchanged
VPREB3,-0.060785112,5.534729408,-1.052856122,0.302313271,0.521209101,-5.97324059,unchanged
KIAA1704,0.06075124,4.97436787,0.84803829,0.404331969,0.614836037,-6.164288874,unchanged
ZNF3,-0.06071134,5.287230705,-0.821801621,0.418831948,0.626744741,-6.185968789,unchanged
SERINC4,0.060704739,4.99027434,0.800742889,0.430701909,0.636702893,-6.20290303,unchanged
CRYBA2,-0.060700768,6.564091044,-0.564962658,0.577051914,0.749505449,-6.363614637,unchanged
DCLK3,0.060687454,3.701066883,0.640134151,0.527814004,0.714109827,-6.318195492,unchanged
OR7G2,0.060686168,3.494980223,0.443361839,0.661254892,0.805022536,-6.425350677,unchanged
DHRS12,-0.060685173,4.280066617,-0.704223204,0.487696051,0.684655571,-6.275148331,unchanged
DNAJC8,0.06068048,5.360468739,0.554778265,0.583895638,0.754017814,-6.369343841,unchanged
IL4,-0.060675775,2.698767863,-0.680778296,0.502166779,0.695912829,-6.291354647,unchanged
OR8K1,0.060670489,2.870514619,0.633081396,0.532335521,0.717468259,-6.322690419,unchanged
ZAR1,-0.060656703,3.798289763,-0.589849874,0.560498663,0.737138549,-6.349187386,unchanged
NOTCH2,0.060617147,8.316262,0.834908361,0.411548203,0.62112632,-6.175218927,unchanged
OR13G1,-0.060611248,2.419964355,-0.669882717,0.508972915,0.700809986,-6.298706325,unchanged
VPS25,0.060602845,8.368728708,0.827552555,0.415626156,0.624178184,-6.181271817,unchanged
ADCY10,0.060582991,2.722898758,0.533733713,0.598162803,0.764262464,-6.380860071,unchanged
FN3KRP,0.060580989,8.384380535,0.673374066,0.506786411,0.699402506,-6.296363024,unchanged
MRPL55,-0.060561343,7.79418146,-0.583422264,0.564750439,0.741278845,-6.352971476,unchanged
ERC2,0.06052083,2.621242285,0.633315271,0.53218525,0.717410706,-6.322542136,unchanged
PHRF1,-0.060480122,6.861947581,-0.627593562,0.535868097,0.719865715,-6.326154616,unchanged
HCRTR1,-0.060477522,4.8816858,-0.650269703,0.521352619,0.709629627,-6.311651457,unchanged
COPS4,0.060412427,7.240900281,0.815192928,0.422534873,0.629989376,-6.191328002,unchanged
MLH3,-0.060411038,5.350625754,-0.667425909,0.510514659,0.701690552,-6.300348227,unchanged
MYOM1,0.060399088,4.567297794,0.695610885,0.492983901,0.689132825,-6.281162938,unchanged
TRIM10,0.060385992,4.177796073,0.872921996,0.390877601,0.602670943,-6.143133311,unchanged
KIN,-0.060350714,5.737069342,-1.000900503,0.326308621,0.546077293,-6.025314006,unchanged
CSHL1,0.060325781,4.122485535,0.765235275,0.451178682,0.654018775,-6.230509352,unchanged
EIF2B5,-0.060304065,6.430298887,-0.673389046,0.506777041,0.699402506,-6.296352945,unchanged
CCDC105,0.060280278,3.049862009,0.546776291,0.589300779,0.757950876,-6.373773998,unchanged
EAF1,0.060242516,5.389329844,0.707065512,0.485958055,0.683174035,-6.273147731,unchanged
KIF1C,-0.060230757,7.759951329,-0.580775665,0.566505897,0.742360665,-6.354517869,unchanged
PGC,0.060227821,4.135471281,0.867345709,0.393867337,0.60570066,-6.147924232,unchanged
ZNF193,0.060201864,5.406018341,0.995204712,0.329016973,0.548584859,-6.030875126,unchanged
LTBP4,-0.060167515,8.766594081,-0.698727764,0.491066426,0.687297649,-6.278994411,unchanged
RAG1,-0.060162974,2.08109787,-1.204985672,0.239308175,0.454990055,-5.807056601,unchanged
GTF3C4,-0.060156915,6.720855306,-0.716780084,0.480044746,0.678361022,-6.266251576,unchanged
HSF4,-0.060156705,6.456111658,-0.813049324,0.423740312,0.630946097,-6.193057514,unchanged
ZNF302,-0.060133435,6.584157302,-0.825200492,0.416935427,0.62536082,-6.18319657,unchanged
CACNA2D4,0.060102616,3.882126512,0.596482738,0.556128409,0.734061376,-6.345240196,unchanged
ZER1,0.060098921,5.211812076,0.821043591,0.419255651,0.626993778,-6.186585583,unchanged
ZNF257,-0.060092756,4.059734939,-1.08211852,0.289359369,0.507656545,-5.942851275,unchanged
MCRS1,-0.060087022,7.105417684,-0.853217186,0.401507832,0.611881205,-6.159933416,unchanged
COL10A1,0.060081102,7.169357162,0.172662511,0.864284208,0.929406399,-6.509799575,unchanged
HIPK1,0.060061322,6.977312816,0.710262735,0.48400729,0.681419181,-6.270888069,unchanged
